customer_id,order_date,mrp_amount,gross_amount,discount_rate,discount_amount,net_amount,savings_vs_mrp,category,payment_method,high_ticket_flag,is_pass_subscriber
1,2026-01-24,614.1711258655286,549.4015732693111,0.31579113406736314,173.49614588110927,375.9054273882019,238.26569847732668,snacks_impulse,cash,False,False
2,2026-01-20,269.7478632088695,252.7558652035137,0.2840582794659351,71.79739619463392,180.95846900887977,88.78939419998972,party_occasion,cash,False,False
3,2026-01-03,252.73210608729002,220.76152354401327,0.129670054881486,28.626158873672665,192.1353646703406,60.59674141694941,grocery_staples,upi,False,False
4,2026-03-10,243.3326771887736,229.03323437707823,0.16782966540921604,38.4385710930956,190.59466328398264,52.73801390479096,grocery_staples,cash,False,False
4,2026-04-03,258.73794531791674,237.88478922310634,0.41023443040237534,97.58853100833015,140.29625821477617,118.44168710314057,personal_care,upi,False,False
4,2026-05-12,327.0042417037865,305.9280273397975,0.46433186373652763,142.05213110392754,163.87589623586996,163.12834546791652,snacks_impulse,upi,False,False
4,2026-06-14,228.71762824323406,204.60996355994442,0.2812900693377645,57.554750836974236,147.05521272297017,81.66241552026389,premium_beauty,upi,False,False
4,2026-06-14,113.03739220161765,106.15821072810593,0.3047735707709641,32.35421695026132,73.80399377784461,39.23339842377304,grocery_staples,upi,False,False
4,2026-06-28,354.0737842560734,312.56783567614366,0.42154672361728807,131.76194703742524,180.80588863871841,173.26789561735498,monsoon_essenti,cash,False,False
5,2026-01-12,247.3959743793992,214.46478272648852,0.2920647264514334,62.637598100477966,151.82718462601056,95.56878975338864,grocery_staples,upi,False,False
6,2026-01-08,287.25700693256283,249.79511612671652,0.47127636878781987,117.72253526913074,132.07258085758576,155.18442607497707,premium_beauty,upi,False,False
7,2026-01-03,441.94878345285844,416.9097836942801,0.06344518887023695,26.450919968333235,390.4588637259469,51.48991972691152,personal_care,upi,False,False
7,2026-01-06,356.0278898329033,308.8661501863651,0.20524777093543028,63.39408884315927,245.4720613432058,110.55582848969752,grocery_staples,upi,False,False
7,2026-01-25,382.07790752008975,357.38905541642833,0.13457426404008094,48.09536910864554,309.29368630778276,72.78422121230699,grocery_staples,upi,False,False
7,2026-01-26,320.8212346822257,285.709478753812,0.15251314774942898,43.57445194659247,242.13502680721953,78.68620787500615,personal_care,upi,False,False
8,2026-02-07,240.63268281070194,212.09982257650182,0.16997545160852412,36.051763128528734,176.0480594479731,64.58462336272885,grocery_staples,upi,False,False
8,2026-02-17,311.45070445542297,284.05973373800373,0.10118289483406623,28.741986165405287,255.31774757259845,56.132956882824516,personal_care,card,False,False
8,2026-03-03,517.795755618856,451.38202387569453,0.10809076758091395,48.79022943295025,402.5917944427443,115.2039611761117,grocery_staples,card,False,False
8,2026-03-18,801.0186558073066,713.4126868974786,0.0909249836952281,64.8670369241221,648.5456499733565,152.47300583395008,grocery_staples,upi,False,False
8,2026-04-03,513.4424490512138,473.87991433716843,0.22363017332718774,105.97384737949385,367.90606695767457,145.5363820935392,personal_care,upi,False,False
8,2026-04-04,443.6620448013938,387.6482854017078,0.08497634585102229,32.94093476885132,354.7073506328565,88.95469416853729,grocery_staples,card,False,False
8,2026-05-20,3504.6931843884095,3174.4409945196335,0.09082906039463001,288.3314928104131,2886.1095017092202,618.5836826791892,snacks_impulse,cash,True,False
8,2026-05-27,158.32891799989648,143.1523299356924,0.16223606178002242,23.224470243401143,119.92785969229125,38.401058307605226,snacks_impulse,upi,False,False
9,2026-01-04,222.92703830533796,194.30140202953197,0.10571876419479632,20.54130410387841,173.76009792565355,49.166940379684405,grocery_staples,upi,False,False
9,2026-01-05,228.217345707354,206.34132915521275,0.32496858811452306,67.05445040524356,139.2868787499692,88.93046695738482,grocery_staples,upi,False,False
9,2026-01-15,151.0885994892169,133.91876500352421,0.10946600741637195,14.659552523067156,119.25921248045705,31.829387008759852,grocery_staples,upi,False,False
9,2026-01-19,229.37994289597023,214.58194879841705,0.16286670714524765,34.948255413608315,179.63369338480874,49.746249511161494,grocery_staples,card,False,False
9,2026-01-23,266.81464004023,238.2010871821677,0.17925363365797975,42.69841041868479,195.5026767634829,71.31196327674712,grocery_staples,card,False,False
9,2026-02-10,495.6957761656579,455.32379938637797,0.2384289375795241,108.56236974236647,346.7614296440115,148.93434652164638,grocery_staples,upi,False,False
9,2026-02-17,314.8194765128941,273.8970242877669,0.07230540299101533,19.8042347191669,254.09278956859998,60.7266869442941,grocery_staples,card,False,False
